"source_path","source_hash","source_storage_mode","analysis_path"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_EXTERNAL_CLAIM_VERIFICATION.md","3f6f97452515f1e31dfd025a97d247566e1dc282ba314fa58c2ccb63331948ae","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-external-claim-verification.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_INFORMATION_RANKING_LEDGER.md","e694af344b38e891b0253635c55d61ba6a500344ecfe307b9cc46ab3243953bb","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-information-ranking-ledger.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_PATCH_TRANSPORT_PROTOCOLS.md","3839f34958245044b406cab830949fad8f0d5d3bd2dcc9d4a26692e5e2655437","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-patch-transport-protocols.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/APPENDIX_KB_PREIMAGE_CHECKED_SCAFFOLD_MUTATION_PROCESS_v2.md","76c7e8d6bf58eb74d41ac3bde9774c445c96b25bc18e50a38b4378e5ce1714c9","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-preimage-checked-scaffold-mutation-process-v2.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/APPENDIX_KB_PREIMAGE_CHECKED_SCAFFOLD_MUTATION_PROCESS_v3.md","e92157de8bc20a2bebe7b8665955ca07461c1a5cd307f6f47bd87926b344dd57","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-preimage-checked-scaffold-mutation-process-v3.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/APPENDIX_KB_PREIMAGE_CHECKED_SCAFFOLD_MUTATION_PROCESS.md","9efd7c03d17e5ff89a16f6982215487137440c27b17b8e46a2527ed26df2f906","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-preimage-checked-scaffold-mutation-process.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_QA_AND_NEXT_RESEARCH_PLAN.md","2a3fca9a4380b4bbd9bf2f52701fc5025ebfe72cfd17a390f6e641b46b814a45","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-qa-and-next-research-plan.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_REGRESSION_EXAMPLES_AGENT_DRIFT.md","d87255584c8548d3dedbc3b56644815036cce7be937a4a97ca9746be7b33553f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-regression-examples-agent-drift.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_RUNTIME_TEMPLATE_CATALOG.md","7be3db2e6b638be1ea626edc079be8a40009dd3c870a9cdac1124ca49810312a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-runtime-template-catalog.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_SOURCE_MANIFEST.md","96b173f5f32c05f4437584efdb86eecd1982e42594ca90a49b399de4c4aa4830","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-source-manifest.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/APPENDIX_KB_SOURCE_NOTES.md","cd5b1aef4bb48f24addded88663ae10d128cbab38478dc6fc70d75b328cd32ff","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/appendix-kb-source-notes.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/Audit&Q&A.md","d1d4ab5aa9ade01800e63c979f855339d4e5b4b79471bc50d58b227e2d49d7a0","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/audit-q-a.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/AuditImprovements.md","ebcfe00ff9b0f7714a2bd926afe02e3915ca99f010523783fce2902ce5b9a965","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/auditimprovements.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/local-llms/best-local-llm-models.md","60a36899a477f1b68f44395caf6e0f156c4e9065b8cf3f7d20a822dd2b0a5d53","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/best-local-llm-models.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/BEST_PRACTICES_v_old.md","91bc3098c03f57e74f22f92fe29902299eb0274ff854bef660a42797c9014ac5","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/best-practices-v-old.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/BEST_PRACTICES.md","fb9e5ba45926003556a065e360fac6dcbc3fdf136586c8dda504245031ae7428","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/best-practices.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/tools/best-prompt-engineering-tools-2026.md","f7328debed87bc7a81b687fc705217d52058e6b4098211159b9f0062078b1a5c","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/best-prompt-engineering-tools-2026.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/tools/best-prompt-management-platforms.md","98613bba23b08681e8b9a26d2c56827ad27bc7a6c349aa48ebd00beeba58f552","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/best-prompt-management-platforms.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/fundamentals/beyond-text-prompting-with-images.md","d5623a4e460d62208349bd07aeceb6635ff4b9941dd5f0e84071a4aa6685271f","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/beyond-text-prompting-with-images.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/tools/braintrust-review.md","f1283fa5ffa891da4d2faf1bf9f69176879dd346696f1e38dfd53ac9fc527838","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/braintrust-review.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/team-governance/build-a-prompt-library.md","0eaba0b7260c4e469badd422342195f670ae56ff173d0a8a8e941b9f587e13ba","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/build-a-prompt-library.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/frameworks/build-your-own-prompt-framework.md","3919fce5c28c5e8686cb626a67fb4aae2994e43dc1dbbf6825989c8836f71cdf","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/build-your-own-prompt-framework.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/techniques/chain-of-thought-prompting.md","3c5b6ef9cdec9b4cc8c2c986023327a81fb531ecc73c333b4d3553a077575279","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/chain-of-thought-prompting.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/ClaudeChatHistory4PromptflowsNodrift.md","516eac8b083a20438d727d6b72251329f94e8f5de44de4fa788d76c7c0341226","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/claudechathistory4promptflowsnodrift.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/frameworks/co-star-prompt-framework.md","365f7191fd97475547d46f83a01aea1a15e60628170047ed74650fc61abf83e8","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/co-star-prompt-framework.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/CODEX_APPLY_PLAN_PROMPTS_WORKFLOWS_AGGRESSIVE_P1_PATCHSET.md","2131851ee2dde45e08a12828bd6e6c2df030fe4762c5c5e90b920e53d39253c8","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/codex-apply-plan-prompts-workflows-aggressive-p1-patchset.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/ConstantAIFailureAnalysis.md","f551535de1a2c06ed4e5dceb034a470ae0408d7bb4bad14cdc57ef71fc945782","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/constantaifailureanalysis.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/CompletlyLost/construction_guide_V2.md","998385a03e78685a4635eb0471b41224d4d6a2afc35425577cb7596efd8660d7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/construction-guide-v2.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/NewFinals/construction_guide.md","998385a03e78685a4635eb0471b41224d4d6a2afc35425577cb7596efd8660d7","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/construction-guide.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/NewResearchBecauseOfConstantFailure/Recap&ProcessImprovs/CompletlyLost/ConstructionGuide_From_KB_Audit_V2.md","f3a61aad89108128ba566aff27c6b2e1364bb1b7f52607ac6a664e7b8b0f0520","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/constructionguide-from-kb-audit-v2.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/jeffallan-PE/prompt-engineer/references/context-management.md","7baceb0abd3cbac9e911fa48bfbc97965f122fe53b93e9967c002bfbdcd1b66b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/context-management.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/fundamentals/context-windows-explained.md","7440605f4178871b77ad1762938226b6ba4c3b60826f5553a2ca379453d94a30","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/context-windows-explained.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/frameworks/craft-framework.md","dcd2c5840b2a6b475c8baa728d9738029991f6a9e0023d10e29218bed2fe035b","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/craft-framework.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/evaluation/cross-model-testing.md","b2ec22c7df0e765cd9aec4dde8d6c8203a6aa5347349eb97b9fbe0dabed40aec","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/cross-model-testing.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/Quantum-PE/tools/cursor-for-prompt-engineering.md","bdff93e6b57c15b4d18dac8a8a952588491539f3968084308a340a22c9c266d6","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/cursor-for-prompt-engineering.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/KBAudit/DR_GEM_ AgtnticAIFailure&ExtractionLEdger.md","33fec5768a2cb489f190712b33e7a5225e5dfef42abbe685545c9b8ed35e9a8a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/dr-gem-agtnticaifailure-extractionledger.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/KBAudit/DR_PAtch.md","89b45448c46925c05f5e248e96bc768257fe64072ad5c6cea100332a2a6a0793","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/dr-patch.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/KBAudit/DRPrompt4INf&KBRedesign_v2.md","e7a0f33a19d7ff595f17a8351b108284e0c5ad2c4858ffb04720e2874a34f13e","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/drprompt4inf-kbredesign-v2.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/KBAudit/DRPrompt4INf&KBRedesign.md","7328c18ecca46131dda2c4163bf4847f5f3569e4cc38df4462fbaed670d0f10a","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/drprompt4inf-kbredesign.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/appendices/KBAudit/DRREALTHINKING.md","a4fd623c69e278974e839834271c451b5f655bf28532e0cb41e2637871cfb7dc","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/drrealthinking.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/ESSENCE.md","88640094d7135645bc5ffe20e9c932ff73672b8f1a6f621d280033d28c136ecc","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/essence.analysis.md"
"source-knowledge/old_openclaw-KB&Agents/special_ops__prompts_workflows/NewResearchBlueprints/jeffallan-PE/prompt-engineer/references/evaluation-frameworks.md","0eff6ae070d12c0d62f2c9ce952e7e5225e5ec4197fcb8a717cd359c189b9d22","pointer_only","apex-meta/kb/skill-design-best-practices/ingest-analysis/evaluation-frameworks.analysis.md"
